address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Đường Quốc Lộ 20, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,,Nhà ngõ,,,,1300000000,"6,47 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,201 m²,,Thị trấn Định Quán,
"Đường Quốc Lộ 51, Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà phố liền kề,,20 m,300 m²,4300000000,43 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,100 m²,4 phòng,Xã Long Đức,5 m
"Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,Nội thất cao cấp,Nhà ngõ,,24 m,180 m²,2750000000,"22,92 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,120 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Vào Công Ty Hưng Đạt, Ấp Hưng Long, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,31 m,288 m²,4000000000,"13,89 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,288 m²,3 phòng,Xã Hưng Thịnh,9 m
"KDC 8, Đường Quốc Lộ 20, Xã Phú Túc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,Nam,,,Nhà ngõ,,17 m,102 m²,850000000,"8,33 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,102 m²,1 phòng,Xã Phú Túc,6 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Bàn giao thô,Nhà phố liền kề,,20 m,200 m²,7600000000,"69,09 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,3 phòng,110 m²,3 phòng,Xã Long Hưng,55 m
"Đường Bùi Hữu Nghĩa, Phường Tân Vạn, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,,,1400000000,"29,79 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,47 m²,1 phòng,Phường Tân Vạn,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Sunharbor 1,,6,Hoàn thiện cơ bản,Nhà biệt thự,,23 m,368 m²,14000000000,"116,67 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,5 phòng,120 m²,6 phòng,Xã Long Hưng,6 m
"Đường Đỗ Văn Thi, Phường Hiệp Hoà, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,Bàn giao thô,Nhà phố liền kề,,13 m,112 m²,2500000000,"44,64 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,56 m²,2 phòng,Phường Hiệp Hoà,4.3 m
"Đường Lý Thái Tổ, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Tây Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,16 m,48 m²,2300000000,"47,92 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,48 m²,1 phòng,Xã Đại Phước,4 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,2,Nội thất đầy đủ,Nhà mặt phố,,17 m,265 m²,4500000000,"52,94 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,85 m²,4 phòng,Phường Trảng Dài,5 m
"55/1, Đường 19, Phường Suối Tre, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây Bắc,,Hoàn thiện cơ bản,Nhà ngõ,,22.5 m,120 m²,3300000000,"14,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,223 m²,1 phòng,Phường Suối Tre,9.9 m
"Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,14 m,70 m²,1250000000,"17,86 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,70 m²,1 phòng,Phường Long Bình,5 m
"Đường Quốc lộ 1A, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà ngõ,,20 m,100 m²,490000000,"4,9 triệu/m²",Giấy tờ khác,,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Tây Hoà,5 m
"Dưới chân cầu vượt Cao Tốc, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Nam,,,Nhà ngõ,,40.5 m,180.2 m²,1600000000,"8,89 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,180 m²,2 phòng,Thị trấn Long Thành,4.5 m
"18/2B, tổ 3, khu phố 5, Đường Cách Mạng Tháng Tám, Phường Hòa Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Nội thất đầy đủ,Nhà ngõ,,15 m,78 m²,2400000000,"30,77 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,78 m²,1 phòng,Phường Hòa Bình,5 m
"Đường Quốc lộ 56, Xã Long Giao, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,Tây,,,Nhà phố liền kề,,42 m,280 m²,2000000000,"7,14 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,280 m²,1 phòng,Xã Long Giao,6.8 m
"Đường Nguyễn Bảo Đức, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Nội thất cao cấp,Nhà biệt thự,,28 m,300 m²,12800000000,"45,71 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,280 m²,5 phòng,Phường Tam Hiệp,10 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Nam,,,Nhà biệt thự,,15 m,175 m²,5650000000,"53,81 triệu/m²",,,Đồng Nai,3 phòng,105 m²,3 phòng,Thị trấn Long Thành,7 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,4,Bàn giao thô,Nhà mặt phố,,23 m,368.8 m²,22350000000,"161,96 triệu/m²",Giấy tờ khác,,Đồng Nai,4 phòng,138 m²,,Xã Long Hưng,6 m
"Đường Quốc Lộ 51, Xã Long An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Tây Nam,,Nội thất đầy đủ,Nhà mặt phố,,60 m,200 m²,10500000000,"29,33 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,358 m²,3 phòng,Xã Long An,5.5 m
"Đường Phùng Hưng, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,2,,Nhà ngõ,,17 m,100 m²,700000000,10 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,70 m²,,Xã An Phước,4 m
"Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,1,Nội thất đầy đủ,Nhà ngõ,,30 m,150 m²,5600000000,"37,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,150 m²,1 phòng,Phường Tân Mai,5 m
"Hồ Văn Huê, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,,Nhà ngõ,,20 m,90 m²,600000000,"6,67 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,1 phòng,90 m²,1 phòng,Phường Phước Tân,5 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,3,Nội thất cao cấp,Nhà mặt phố,,18 m,300 m²,8500000000,"94,44 triệu/m²",Đã có sổ,,Đồng Nai,5 phòng,90 m²,5 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,phoenix north,Tây,2,Bàn giao thô,Nhà biệt thự,,20 m,300 m²,27000000000,135 triệu/m²,Giấy tờ khác,,Đồng Nai,3 phòng,200 m²,4 phòng,Xã Long Hưng,10 m
"Chợ Điều, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,15 m,,2000000000,"26,67 triệu/m²",,,Đồng Nai,2 phòng,75 m²,1 phòng,Phường Long Bình,5 m
"Nguyễn Ái Quốc, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,1,Hoàn thiện cơ bản,Nhà ngõ,,12 m,,2420000000,"50,42 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,48 m²,1 phòng,Phường Tân Phong,4 m
"Đường Phan Đình Phùng, Phường Trung Dũng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Nội thất đầy đủ,Nhà ngõ,,12 m,60 m²,2400000000,40 triệu/m²,Đã có sổ,,Đồng Nai,1 phòng,60 m²,1 phòng,Phường Trung Dũng,5 m
"88, Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,Hoàn thiện cơ bản,Nhà ngõ,,20 m,100 m²,1300000000,13 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,Bàn giao thô,Nhà mặt phố,,23 m,368 m²,18000000000,"130,43 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,138 m²,4 phòng,Xã Long Hưng,6 m
"khu phố 6, Thị trấn Gia Ray, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Tây Bắc,,,Nhà ngõ,,25 m,250 m²,1600000000,"6,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,250 m²,1 phòng,Thị trấn Gia Ray,10 m
"Đường 51, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,41 m,,5700000000,"34,55 triệu/m²",,,Đồng Nai,4 phòng,165 m²,2 phòng,Phường Long Bình Tân,4 m
"79, đường song hành quốc lộ 1a, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,20 m,240 m²,3500000000,35 triệu/m²,Đang chờ sổ,,Đồng Nai,4 phòng,100 m²,3 phòng,Thị trấn Trảng Bom,5 m
"Nội  Khu, Xã Phú Thạnh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Đông Nam,3,,Nhà mặt phố,,17 m,125 m²,4500000000,"22,5 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,200.6 m²,3 phòng,Xã Phú Thạnh,11.8 m
"1064, Đường Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,3,,Nhà mặt phố,,48 m,562 m²,57000000000,"135,39 triệu/m²",Đã có sổ,,Đồng Nai,nhiều hơn 10 phòng,421 m²,4 phòng,Phường Tân Mai,6 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Tây Nam,2,Nội thất đầy đủ,Nhà biệt thự,,20 m,190 m²,10500000000,"33,98 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,309 m²,4 phòng,Xã Đại Phước,15 m
"79, Đường Lê Hữu Trác, Phường Phú Bình, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông Bắc,,,Nhà mặt phố,,28 m,280 m²,3800000000,"13,57 triệu/m²",,,Đồng Nai,2 phòng,280 m²,1 phòng,Phường Phú Bình,10 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà biệt thự,,15 m,180 m²,5800000000,"55,24 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,105 m²,,Thị trấn Long Thành,7 m
"Đường Quốc Lộ 1, Phường Hoá An, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,,3950 m²,26000000000,"6,58 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,nhiều hơn 10 phòng,3950 m²,,Phường Hoá An,
"Nguyễn Bao Đức, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà mặt phố,,20 m,249 m²,11500000000,"46,18 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,249 m²,2 phòng,Phường Tam Hiệp,5 m
"Sông thao- bàu hàm, Xã Bàu Hàm, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,36 m,178 m²,1550000000,"8,71 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,178 m²,2 phòng,Xã Bàu Hàm,5 m
"Đường Lê Duẩn, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà biệt thự,,17 m,263 m²,10000000000,"58,82 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,170 m²,4 phòng,Thị trấn Long Thành,10 m
"Đường Quốc Lộ 20, Xã Gia Tân 2, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,Đông,,,Nhà mặt phố,,45 m,,1600000000,"5,71 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,280 m²,1 phòng,Xã Gia Tân 2,9 m
"56/5A, Đường Trần Quốc Toản, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà ngõ,,17 m,60 m²,730000000,"12,17 triệu/m²",Giấy tờ khác,,Đồng Nai,2 phòng,60 m²,1 phòng,Phường An Bình,4 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà ngõ,,25.5 m,125 m²,2350000000,"18,8 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,125 m²,1 phòng,Phường Trảng Dài,5 m
"Đường quốc lộ 51 xã Long Đức, huyện Long Thành, tỉnh Đồng Nai., Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Hoàn thiện cơ bản,Nhà mặt phố,,20 m,210 m²,5500000000,55 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,100 m²,3 phòng,Xã Long Đức,5 m
"Đường Vũ Hồng Phô, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,18 m,70 m²,2520000000,36 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,70 m²,1 phòng,Phường Bình Đa,4 m
"Đường Võ Nguyên Giáp, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,3846 m²,25300000000,"6,58 triệu/m²",,,Đồng Nai,2 phòng,3846 m²,2 phòng,Phường Phước Tân,
"177a8 tổ 6 ấp 1 xã song trâu, Sau Cho Salim, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,530,Đông,1,,Nhà ngõ,,30 m,150 m²,850000000,"5,67 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,150 m²,1 phòng,Xã Sông Trầu,5 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Bắc,,Hoàn thiện cơ bản,Nhà biệt thự,,15 m,,5600000000,"31,46 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,178 m²,3 phòng,Thị trấn Long Thành,7 m
"tổ 20 kp2, Đường Đồng Khởi, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,2,,Nhà ngõ,,15 m,100 m²,1650000000,"25,38 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,5 phòng,65 m²,2 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,4,Bàn giao thô,Nhà phố liền kề,,20 m,325 m²,17000000000,"141,67 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,120 m²,4 phòng,Xã Long Hưng,6 m
"Nam Kỳ Khởi Nghĩa, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Nam,1,Nội thất cao cấp,Nhà mặt phố,,18 m,100 m²,2900000000,"36,25 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,80 m²,1 phòng,Thị trấn Trảng Bom,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,3,Bàn giao thô,Nhà biệt thự,,20 m,310 m²,26480000000,"132,4 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,200 m²,4 phòng,Xã Long Hưng,10 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà phố liền kề,,,175 m²,5800000000,"59,79 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,97 m²,4 phòng,Xã Long Hưng,
"Xuân định lâm sản, Xã Xuân Định, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,2/6,Tây,1,Bàn giao thô,Nhà mặt phố,,14 m,108 m²,2600000000,"48,15 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,54 m²,2 phòng,Xã Xuân Định,4.2 m
"Bùi Văn Hoà, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,45 m,225 m²,8500000000,"37,28 triệu/m²",,,Đồng Nai,2 phòng,228 m²,1 phòng,Phường Long Bình Tân,5 m
"2801, Đường Quốc Lộ 20, Xã Phú Bình, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,,Đông,,,Nhà mặt phố,,45 m,225 m²,2750000000,"12,22 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,225 m²,1 phòng,Xã Phú Bình,5 m
"Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất cao cấp,Nhà mặt phố,,28 m,140 m²,1690000000,"12,07 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,140 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Quốc Lộ 1, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà mặt phố,,32 m,190 m²,2700000,14.210 đ/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,190 m²,1 phòng,Phường Tam Phước,6 m
"khu phố 2 hồ bơi phương nam, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,20 m,100 m²,1700000000,17 triệu/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Phường Trảng Dài,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,Nội thất cao cấp,Nhà ngõ,,12 m,120 m²,1450000000,"24,17 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,4 phòng,60 m²,2 phòng,Phường Trảng Dài,5 m
"0784854953 alo chính chủ, Đường 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông,,,Nhà mặt phố,,30 m,300 m²,750000000,"2,5 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,300 m²,1 phòng,Xã Bình Sơn,10 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất đầy đủ,Nhà ngõ,,15 m,96 m²,950000000,"15,83 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,60 m²,2 phòng,Phường Trảng Dài,4 m
"đường cmt8, Phường Quang Vinh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,24 m,150 m²,2390000000,"27,16 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,88 m²,2 phòng,Phường Quang Vinh,3.3 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà phố liền kề,,,222 m²,7100000000,"60,68 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,117 m²,4 phòng,Xã Long Hưng,
"Đường Nguyễn Ái Quốc, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà ngõ,,40 m,240 m²,3100000000,"12,92 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,240 m²,1 phòng,Phường Hố Nai,6 m
"Đường Bắc Hòa - Phú Sơn, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Nam,,,Nhà ngõ,,10 m,65 m²,6300000,96.923 đ/m²,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,65 m²,1 phòng,Xã Bắc Sơn,7 m
"Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,Nội thất cao cấp,Nhà mặt phố,,18 m,160 m²,3580000000,"39,78 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,90 m²,2 phòng,Phường Trảng Dài,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Bàn giao thô,Nhà mặt phố,,20 m,,7600000000,"47,5 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,160 m²,4 phòng,Xã Long Hưng,8 m
"Đường N1, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà phố liền kề,,,,5500000,55.000 đ/m²,,,Đồng Nai,4 phòng,100 m²,,Phường Bửu Long,
"Đường Yết Kiêu, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,,Nhà mặt phố,,,80 m²,1400000000,"17,5 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,80 m²,2 phòng,Phường Long Bình,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,Nội thất đầy đủ,Nhà biệt thự,,15 m,100 m²,9000000000,90 triệu/m²,Đang chờ sổ,,Đồng Nai,5 phòng,100 m²,4 phòng,Xã Long Hưng,6 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà biệt thự,,,,29700000000,"68,12 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,436 m²,,Xã Long Hưng,
"Trần Thị Hoa, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,13 m,130 m²,2650000000,"40,77 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,65 m²,2 phòng,Phường An Bình,5 m
"Đường Lương Văn Nho, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,,,Nhà mặt phố,,25 m,210 m²,8999000000,"42,85 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,210 m²,1 phòng,Phường Tân Phong,8 m
"Đường Vũ Hồng Phô, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,18 m,72 m²,1850000000,"25,69 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,72 m²,1 phòng,Phường An Bình,4 m
"b6, Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,B6,,2,,Nhà biệt thự,,20 m,,9200000000,"30,67 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,300 m²,3 phòng,Xã Đại Phước,15 m
"442, Duy Tân, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông Bắc,,Hoàn thiện cơ bản,Nhà mặt phố,,44 m,228 m²,3350000000,"14,69 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,228 m²,1 phòng,Phường Bảo Vinh,5.2 m
